발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
송원산업(주),6108107100,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
송월타월(주),6078117714,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
쇼박스,1068179629,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
수산업협동조합중앙회,2198201220,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
수원애경역사(주),1248128579,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
순천에코밸리(주),4168156955,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
슈나이더일렉트릭코리아(주),1078610346,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
슈넬생명과학(주),2188100518,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스와치그룹코리아(주),2208101107,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스카이칠십이(주),2148709498,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스테코(주),3078107427,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스템코(주),3078107204,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스톨베르그앤드삼일(주),5068104444,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스투트가르트스포츠카(주),1208681617,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스포츠서울,1048148945,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
스포츠토토(주),1078193565,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
승화프리텍,1048199648,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
시그네틱스(주),1098100780,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
시그노드코리아(주),5068130578,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
시큐아이닷컴(주),2208181057,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신고려관광(주),1288100442,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신대양제지(주),1348102858,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신대일제지공업(주),5038147522,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신동아건설(주),1068133808,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신라개발산업(주),2148608658,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신라교역(주),2198100919,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신라섬유(주),5028101407,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신라에스지(주),2198101029,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신라엔지니어링(주),1258104736,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신명종합건설(주),2208130427,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신성건설(주),2208112467,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신성델타테크(주),6098107658,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신세계건설(주),2018144158,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신신제약(주),1188104136,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신안건설산업(주),1058178307,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신양금속공업(주),1348102765,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신영섬유(주),1198104600,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신영스타킹(주),1138117015,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신우이엔지(주),1198129275,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신원종합개발(주),1058117479,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신일씨엔아이(주),1148137635,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신일제약(주),3038113742,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신창기업(주),1018104477,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신풍제약(주),1348103819,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신풍제지(주),1258105545,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한기계(주),6208103853,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한다이아몬드공업(주),1398101664,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한모방(주),3038102793,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한벽지(주),3118108065,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한일전기(주),1308100649,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한전기공업(주),1078111108,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한종합건설(주),1288113272,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한카드(주),2028148079,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신한토건(주),1108122052,,,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
