발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
월산,5108111376,"주형,금형제조",2020,63.34,15.5,"14,501,681",3,14.32,13,0.113,7,"18,408,978",1.5,35.26,9,16.29,10,20.27,8.0,6,5.0,2.125,7,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,4,6,20,4,100.00,B급,90.00,준B급,,,BBB-
원풍물산,5138141374,"부직포,펠트제조",2020,157.04,13.5,"28,196,924",4,1.55,4,0.032,1,"13,653,436",1,16.67,10,39.25,13,11.87,12.0,8,8.0,1.059,4,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,15,3,86.50,준B급,77.85,C급,,,BBB-
원풍,1098104258,폴리스티렌제조,2020,13.30,19.0,"73,605,433",9,7.01,10,0.063,4,"82,378,973",8,6769.96,10,4.97,5,0.00,15.0,7,7.0,6.149,10,,0.00,,0.00,,0.00,7,5,1,2,3,2,3,10,2,1,4,6,48,5,128.00,준A급,115.20,준A급,,,A+
원태,1398121883,"주형,금형제조",2020,114.80,17.0,"39,841,363",5,5.38,8,0.037,2,"58,072,449",6,2.76,2,3.81,5,39.48,6.0,2,-1.5,1.003,4,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,35,5,77.50,C급,69.75,C급,,,BBB
원유통,1828800595,슈퍼마켓,2019,167.19,12.0,"5,981,027",0,2.81,5,0.087,4,"1,921,794",0,5.65,2.5,34.14,11.5,37.63,4.0,8,7.0,1.032,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,3,0,48.00,거절의견,43.20,거절의견,1,2020-10-15,D
원영건업,1148121021,철근공사업,2021,89.03,17.0,"232,131,238",16,0.78,2,0.030,2,"60,124,942",8,617.78,10,-8.06,0,1.33,15.0,5,3.0,1.731,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,3,39,5,98.00,B급,88.20,준B급,,,BBB-
원도어패럴,2098107744,의류제조업,2020,117.51,17.0,"62,724,597",6,-0.27,0,-0.006,0,"27,128,305",4,-6.27,-2,-24.78,0,36.92,6.0,3,-1.0,3.304,9,,0.00,,0.00,,0.00,3,1,3,5,2,1,2,5,2,1,4,6,33,5,63.00,C급,56.70,거절의견,,,BB-
원건설,3018119323,토목건설업,2020,141.42,17.0,"137,087,200",13,8.25,13.5,0.037,4,"303,800,618",15,5.21,5,6.87,8,4.19,15.0,3,-1.0,6.937,10,98,4.05,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,27,4,126.55,준A급,113.90,B급,,,BBB+
웅전공업,6138126687,농기계제조업,2019,364.09,6.0,"4,873,494",0,1.78,3,0.011,0.5,"8,253,899",0.5,1.93,1.5,2.19,3.5,64.84,-3.0,5,1.0,1.504,3,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,19,3,29.00,거절의견,26.10,거절의견,,,BB+
웅밸브,4028133628,배관장치도매업,2020,12.67,16.0,"16,423,250",2,-0.50,-2,-0.006,0,"12,816,593",1.5,2.65,1,0.44,1.5,5.85,13.0,7,5.0,8.309,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,21,4,60.00,C급,54.00,거절의견,,,BB+
우창,6228111441,자동차부품업,2020,25.28,17.5,"17,449,002",2,4.21,7,0.044,1,"16,630,760",1.5,25157.28,9,6.97,6,0.00,14.0,4,1.0,3.789,10,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,25,4,92.00,준B급,82.80,준B급,,,BBB+
우진창호,2248104372,"유리,창호도매",2018,55.00,16.0,"23,308,019",3,6.88,9,0.102,6,"15,708,892",1.5,7.07,4.5,14.53,7.5,32.47,4.0,5,1.0,4.019,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,30,5,70.50,C급,63.45,C급,,,B+
우진전기,6088112314,일반전기공사,2020,29.68,16.0,"3,396,530",0,3.13,5,0.024,0.5,"4,440,313",0.5,4.69,2.5,3.59,3.5,11.67,10.0,4,0.0,5.233,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,30,5,60.00,C급,54.00,거절의견,,,BB-
우주통상산업,1148168972,시설건설업,2019,78.81,14.0,"7,514,081",0,12.48,13,0.154,8,"6,100,034",0.5,14.33,9.5,25.15,11.5,28.98,7.0,6,3.0,2.755,6,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,26,4,85.50,준B급,76.95,C급,,,BB-
우일푸드,1318603983,기타식품도매업,2019,156.55,12.0,"10,093,320",1,2.36,5,0.048,2,"4,996,521",0,4.67,2.5,9.73,5.5,32.15,4.0,5,1.0,2.125,5,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,14,3,46.00,거절의견,41.40,거절의견,,,B
우원건설,2118607363,토공사업,2020,44.23,19.0,"24,715,397",3,6.72,9,0.033,2,"51,004,320",6,37.14,9,23.80,12,14.82,12.0,4,1.0,0.718,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,38,5,92.00,준B급,82.80,준B급,,,BB
우미글로벌,4088149716,건설업,2020,60.08,19.0,"88,305,817",11,16.26,14,0.024,2,"595,620,555",15,5.72,5,0.63,4,18.89,14.0,1,-2.5,1.585,5,,0.00,,0.00,,0.00,4,2,3,5,4,3,2,5,2,1,4,6,20,4,112.50,B급,101.25,B급,,,BBB-
우신산업개발,6058166897,"부동산개발,시행업",2020,172.34,15.0,"24,952,117",2,-0.33,-2,-0.001,0,"76,030,907",7,0.00,0.5,-4.96,0,49.51,3.0,3,-1.0,0.389,-1,,0.00,,0.00,,0.00,2,-3,3,5,2,1,2,5,2,1,2,-1,17,3,34.50,거절의견,31.05,거절의견,,,B
우수ＡＭＳ,6088121958,자동차부품업,2020,105.58,19.0,"183,575,584",14,-2.27,0,-0.022,-2,"190,485,141",15,-1.79,-1,-3.84,0,30.48,8.0,7,6.0,0.767,3,,0.00,,0.00,,0.00,4,2,2,4,4,3,3,10,2,1,4,6,26,4,92.00,준B급,82.80,준B급,,,BB+
우성세라믹스공업,1258102999,비내화요업,2020,43.18,17.5,"6,208,234",0,-18.33,-3,-0.077,-2,"14,790,531",1.5,-15.36,-2,-10.31,0,21.47,8.0,1,-2.5,1.965,6,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,37,5,40.50,거절의견,36.45,거절의견,,,BB-
우리이앤아이,1328156775,"도배,실내공사업",2019,155.11,12.0,"27,834,745",4,3.48,6,0.082,4,"11,834,725",1,7.82,4.5,17.29,9.5,25.81,7.0,6,3.0,1.556,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,17,3,66.00,C급,59.40,거절의견,,,BB
우리스틸,5038603951,"골조,구조재제조",2020,866.63,1.0,"40,487,743",6,0.52,2,0.008,1,"26,218,089",2,0.42,1,-13.12,0,50.72,0.0,5,2.0,0.842,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,8,2,22.00,거절의견,19.80,거절의견,,,B-
우디스,1268625118,목재가공업,2020,149.69,12.0,"28,864,090",5,5.43,8,0.067,2,"23,532,444",3,48.19,8.5,14.03,7.5,34.00,4.0,2,-1.5,1.461,3,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,12,3,64.50,C급,58.05,거절의견,,,BB+
용창산업,1168102753,호텔업,2020,14.23,19.0,"194,640",0,"-1,088.86",-3,-0.042,-2,"49,935,229",6,266.37,9,29.08,12,8.33,15.0,3,-1.0,12.092,10,,0.00,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,4,6,47,5,87.00,준B급,78.30,C급,,,BB
용상엔지니어링,4088600440,일반전기공사,2019,47.44,16.0,"20,264,528",2,0.89,1,0.058,2,"3,071,423",0.5,2.20,1,3.98,3.5,15.15,10.0,8,7.0,3.624,8,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,1,-5,8,1,45.00,거절의견,40.50,거절의견,,,CC+
아름일렉트로닉스,1378102385,회로기판제조,2020,168.80,15.0,"65,517,716",8,2.33,6,0.022,1.5,"70,620,722",7,0.27,1,-1.78,1,27.53,9.0,6,4.0,1.390,5,,0.00,,0.00,,0.00,3,1,4,7,3,2,2,5,2,1,4,6,34,5,84.50,준B급,76.05,C급,,,BB
와이아이산전,1318150249,의료기기도매업,2015,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
오웬스코닝비엠코리아유한회사,3128173730,"유리섬유,광학품",2020,55.55,19.0,"39,206,572",5,5.87,8,0.088,5,"26,188,657",4,9999.00,10,12.08,9,0.00,15.0,2,-1.5,2.041,7,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,4,6,15,3,102.50,B급,92.25,준B급,,,A-
오션벨리,2278107155,"볼트,너트제조",2019,172.91,13.5,"6,156,891",0,-7.39,-3,-0.031,-2,"14,874,075",1,1.04,0.5,-0.13,0.5,38.36,5.0,2,-1.5,0.642,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,20,4,23.00,거절의견,20.70,거절의견,1,2020-12-03,D
오성전기,1398103487,일반전기공사업,2018,59.58,16.0,"9,895,753",2,5.26,7,0.066,2,"7,919,301",0.5,12.57,9.5,9.47,5.5,16.28,10.0,6,3.0,3.358,7,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,29,4,76.50,C급,68.85,C급,,,B+
오성기업,6108131143,무기화학물질,2020,297.53,11.0,"26,507,251",4,2.01,6,0.020,1,"26,990,644",2,1.94,1,4.74,5,61.98,-3.0,5,2.0,1.097,4,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,23,4,49.00,거절의견,44.10,거절의견,,,BB
오리엔트,1118124994,통신배선공사,2020,50.93,17.5,"35,206,073",4,0.03,2,0.001,1,"16,644,218",1.5,9999.00,10,1.47,3,0.00,14.0,5,3.0,2.523,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,26,4,81.00,준B급,72.90,C급,,,BB+
예문테크,1248171246,"AL압연,연신제품",2016,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
영풍기계,5058110472,자동차부품업,2020,219.24,13.0,"62,874,297",6,2.59,6,0.057,3,"32,403,427",3,4.62,4,17.42,11,39.76,6.0,6,4.0,0.523,2,,0.00,,0.00,,0.00,3,1,3,5,2,1,2,5,2,1,3,2,34,5,78.00,C급,70.20,C급,,,BB
영진에스지,3118133962,자동차부품업,2020,259.30,9.5,"13,918,942",2,5.49,7,0.075,5,"19,965,630",0.5,1.93,0.5,4.10,4,42.36,2.0,7,6.0,1.189,4,,0.00,,0.00,,0.00,3,1,3,5,2,1,2,5,2,1,3,2,11,3,58.50,거절의견,52.65,거절의견,,,BB-
성신씨엠,3118127117,시멘트제조업,2020,332.41,9.0,"43,040,924",6,-3.61,-3,-0.020,-2,"75,907,345",6,-0.95,-1,-19.26,0,55.91,0.0,2,-1.5,0.393,-1,,0.00,,0.00,,0.00,1,-8,3,5,2,1,2,5,2,1,3,2,14,3,21.50,거절의견,19.35,거절의견,,,CCC+
영지피엠씨,1278605338,PT제품제조업,2018,107.79,14.0,"3,656,617",0,10.75,13,0.120,6,"3,277,592",0.5,5.03,2.5,19.76,9.5,45.71,1.0,9,9.0,9.835,8,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,13,3,66.50,C급,59.85,거절의견,1,2019-12-05,D
영신콘크리트산업,2178104772,콘크리트블록제조,2020,113.56,14.0,"3,735,312",0,9.31,11,0.052,2,"6,751,876",0.5,3.32,1,6.88,5.5,44.53,1.0,4,0.0,7.021,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,29,4,56.00,거절의견,50.40,거절의견,,,BB-
영신정공,5058103044,자동차부품업,2020,142.85,17.0,"112,201,120",10,0.29,2,0.002,1,"205,311,320",15,0.84,2,-1.07,1,43.12,5.0,1,-2.5,0.700,3,,0.00,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,4,6,34,5,75.50,C급,67.95,C급,,,BB-
영신디엔씨,1148109712,토공사업,2020,143.88,15.0,"134,199,638",12,1.63,5.5,0.061,3,"35,949,757",3,15.91,10,6.72,8,5.02,15.0,6,4.0,1.603,7,,0.00,,0.00,,0.00,4,2,1,2,3,2,2,5,2,1,3,3,43,5,102.50,B급,92.25,준B급,,,BB+
영서의료재단,3128208366,종합병원,2020,191.47,14.0,"139,212,601",12,4.94,9.5,0.046,5,"149,328,894",13,10.18,9,16.45,12,25.17,11.0,9,10.0,0.427,0,,0.00,,0.00,,0.00,6,4,1,2,4,3,2,5,2,1,4,6,19,3,119.50,준A급,107.55,B급,,,A-
영무건설,4128108602,"건물개발,공급업",2020,298.26,13.0,"107,688,345",10,-0.60,0,-0.002,0,"323,494,966",14,-0.15,-1,-5.65,0,17.89,14.0,2,-1.5,2.376,8,,0.00,,0.00,,0.00,2,-3,1,2,3,2,2,5,2,1,4,6,27,4,73.50,C급,66.15,C급,,,B
여미지,1138608087,의류제조업,2020,294.26,11.0,"48,710,294",6,2.24,6,0.025,1,"42,947,360",4,1.77,1,16.57,11,33.42,6.0,6,4.0,1.778,6,,0.00,,0.00,,0.00,2,-3,1,2,3,2,2,5,2,1,4,6,15,3,72.00,C급,64.80,C급,,,B+
엠텍,3118113817,금속골재제조업,2020,174.16,13.5,"17,840,998",2,2.22,5,0.029,1,"13,437,731",1,2.74,1.5,5.88,4,33.81,5.0,6,4.0,0.745,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,21,4,55.00,거절의견,49.50,거절의견,,,BB-
엠테스,1348142170,자동차부품업,2020,127.70,13.5,"30,268,853",4,-0.80,0,-0.010,0,"24,630,976",4,-1.16,-1,-3.30,0,29.23,8.0,2,-1.5,0.919,2,,0.00,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,5,10,22,4,54.00,거절의견,48.60,거절의견,,,BB
엠엔테크,1378140579,"냉장,냉동설비",2020,171.10,12.0,"32,311,871",5,9.21,12,0.332,8,"8,957,057",1,65.29,8.5,117.45,11.5,6.70,13.0,9,9.0,1.953,4,,0.00,,0.00,,0.00,5,3,1,2,2,1,1,2,2,1,3,2,20,4,99.00,B급,89.10,준B급,,,BBB
엠에스씨,6218109054,식품첨가물제조,2020,69.48,19.0,"145,252,776",13,9.14,13.5,0.083,8,"160,393,624",15,16.72,10,10.70,10,23.36,11.0,8,9.0,1.264,5,,0.00,,0.00,,0.00,5,3,3,5,3,2,2,5,2,1,4,6,47,5,140.50,A급,126.45,준A급,,,BBB+
엠스틸,1258150171,금속구조물가공,2020,264.45,8.0,"24,026,878",1.5,-5.37,-3,0.053,2,"24,245,070",2,-3.74,-2,-15.57,0,32.98,4.0,2,-1.5,0.523,1,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,18,3,20.00,거절의견,18.00,거절의견,,,B+
엘티씨에이엠,1258155346,반도체기계제조,2020,203.81,13.0,"32,068,099",4,2.00,6,0.014,1,"45,250,843",5,0.49,1,-1.03,1,55.09,0.0,5,2.0,1.520,5,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,17,3,49.00,거절의견,44.10,거절의견,,,B
엘지엠호이스트,1378143620,물품취급장비제조,2019,382.01,6.0,"6,959,557",0,3.53,5,0.024,0.5,"10,042,576",0.5,2.49,1,11.46,7.5,47.20,1.0,5,1.0,1.312,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,19,3,37.50,거절의견,33.75,거절의견,,,BB
엘에스사우타,2118622480,기계장비설치공사,2019,153.07,12.0,"19,966,736",2,-0.83,-2,-0.015,0,"10,973,986",1,-8.24,-2,-2.26,0,2.25,13.0,8,7.0,1.568,3,,0.00,,0.00,,0.00,3,1,4,7,4,3,1,2,2,1,5,10,23,4,62.00,C급,55.80,거절의견,,,BB-
엘에스랙,3128647784,금속골재제조업,2020,268.05,8.0,"14,932,568",2,-4.20,-3,-0.065,-2,"9,601,017",0.5,-10.22,-2,-56.10,0,72.80,-3.0,7,5.0,5.034,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,8,1,19.50,거절의견,17.55,거절의견,,,B+
엔텍이앤씨,1358126926,환경설비건설업,2020,162.47,13.5,"25,592,271",4,2.44,6,0.033,1,"19,132,021",1,2.34,2,5.72,5,36.30,5.0,7,6.0,1.168,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,23,4,59.50,거절의견,53.55,거절의견,,,B+
엔테크건설,1248679511,기계장비설치업,2020,60.97,14.0,"22,061,432",2,4.12,7,0.133,8,"6,819,623",0.5,9.54,4.5,16.52,9.5,37.04,4.0,7,5.0,109.947,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,12,3,74.50,C급,67.05,C급,,,BB
엑스포디자인,1058138381,"도배,실내공사업",2019,86.08,14.0,"7,419,407",0,0.54,1,0.009,1,"4,455,383",0.5,44.12,8.5,1.85,1.5,1.59,13.0,1,-2.5,1.933,4,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,31,5,56.00,거절의견,50.40,거절의견,,,BB+
에프씨대승,1108182332,의류제조업,2020,318.76,9.5,"24,654,402",2,0.90,1,0.012,1,"18,334,344",0.5,1.58,0.5,6.60,6,53.66,-1.0,2,-1.5,1.099,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,13,3,28.00,거절의견,25.20,거절의견,,,CCC+
에이펙스인텍,5138112831,조명장치제조업,2020,181.55,12.5,"20,653,383",2,2.88,5,0.031,1,"19,481,650",1,3.60,1.5,11.26,8,44.09,2.0,5,2.0,0.917,2,,0.00,,0.00,,0.00,4,2,1,2,3,2,3,10,2,1,4,6,24,4,64.00,C급,57.60,거절의견,,,BBB-
에이큐,1198193137,무선통신장비,2020,336.36,7.5,"11,616,402",2,7.41,9,0.037,1,"23,426,335",2,1.30,0.5,3.03,4,67.67,-3.0,1,-2.5,0.294,-1,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,15,3,25.50,거절의견,22.95,거절의견,,,B-
에이제이동양메닉스(동양메닉스),1058153311,승강기제조업,2020,9999.00,1.0,"46,628,099",5.5,-8.48,-3,-0.114,-2,"34,542,635",2,-1.90,-1,-9999.00,0,87.97,-5.0,2,-1.5,0.229,-1,,0.00,,0.00,,0.00,5,3,4,7,3,2,2,5,2,1,1,-5,29,4,12.00,거절의견,10.80,거절의견,,,BBB+
에이원양산,2048149093,양산제조업,2019,119.59,14.0,"3,982,195",0,5.18,7,0.041,1,"5,066,022",0.5,3.53,1,6.22,5.5,33.60,4.0,7,5.0,1.886,4,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,21,4,55.00,거절의견,49.50,거절의견,,,BB
에이스인터내셔널,1388163482,가죽의복제조,2020,29.47,16.0,"11,120,432",1,-13.43,-3,-0.131,-2,"11,420,793",1.5,30.44,8.5,9.05,5.5,0.00,13.0,5,1.0,3.851,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,11,3,57.50,거절의견,51.75,거절의견,,,B+
에어론,1428149010,건축자재도매업,2019,1314.03,0.0,"6,801,342",0,4.44,7,0.039,1,"7,658,503",0,1.52,1.5,1.79,1.5,76.50,-3.0,2,-1.5,0.356,-1,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,8,1,6.50,거절의견,5.85,거절의견,,,B-
에스케이트리켐,1478600491,화학제품제조,2020,20.71,20.0,"150,520,331",13,42.20,15.5,0.422,10,"150,581,533",14,318430.31,10,46.43,13,0.00,15.0,9,10.0,3.901,10,,0.00,,0.00,,0.00,6,4,4,7,4,3,2,5,2,1,4,6,5,2,158.50,A급,142.65,A급,,,A-
에스케이에어가스,6108187803,산업용가스제조,2020,342.76,11.0,"175,785,981",15,32.99,15.5,0.072,8,"804,264,753",14,8.29,7,29.92,13,70.29,-3.0,9,10.0,0.121,0,,0.00,,0.00,,0.00,6,4,4,7,4,3,2,5,2,1,4,6,14,3,119.50,준A급,107.55,B급,,,A-
에스지이,1378603486,"아스팔트,혼합제품",2020,238.29,15.0,"113,526,220",10,3.38,7.5,0.017,2,"220,139,527",15,0.33,2,-4.15,0,45.64,5.0,5,2.0,1.024,5,,0.00,,0.00,,0.00,5,3,1,2,3,2,3,10,2,1,4,6,12,3,90.50,준B급,81.45,준B급,,,BBB
에스지건설,2248111363,토목건설업,2020,43.47,19.0,"68,991,023",8,1.38,4,0.014,1.5,"68,633,972",8,2.01,2,0.61,3,16.95,12.0,1,-2.5,3.299,9,224,0.90,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,4,6,25,4,85.90,준B급,77.31,C급,,,BB
에스제이기업,6068167507,금속구조재제조,2020,248.60,10.0,"6,635,476",0,1.98,3,0.016,0.5,"8,096,672",1,1.21,1.5,1.53,1.5,50.21,-1.0,4,0.0,1.679,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,20,4,24.50,거절의견,22.05,거절의견,,,B-
에스이엘인테리어디자인,2208165625,"도배,실내공사업",2019,68.73,14.0,"35,341,603",4,2.23,6,0.068,2,"11,686,674",1.5,2.14,1,4.30,3.5,35.46,4.0,3,-1.0,8.855,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,21,4,56.00,거절의견,50.40,거절의견,,,B+
에스이에스티,6068157071,액체여과기제조,2020,176.17,13.5,"9,101,778",1,3.40,5,0.019,1,"16,657,969",1,1.49,0.5,1.60,2,49.84,2.0,7,6.0,0.708,2,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,26,4,51.00,거절의견,45.90,거절의견,,,B+
에스이씨,1078616729,금속저장용기,2020,57.77,16.0,"28,483,805",4,2.06,6,0.049,2,"11,914,427",1.5,5.15,2.5,7.35,5.5,23.63,7.0,9,9.0,1.748,4,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,19,3,70.50,C급,63.45,C급,,,BBB-
에스와이씨,3128149550,콘크리트제품제조,2020,87.22,17.0,"36,960,803",5,5.65,8,0.046,3,"45,283,409",6,5.42,4,7.41,7,30.58,6.0,9,10.0,0.790,2,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,20,4,86.00,준B급,77.40,C급,,,BBB
에스엠씨,6158119071,자동차부품업,2020,9999.00,1.0,"9,095,049",1,-8.87,-3,-0.031,-2,"26,107,172",2,-0.87,-1,-9999.00,0,82.77,-5.0,2,-1.5,0.194,-1,,0.00,,0.00,,0.00,1,-8,2,4,2,1,2,5,2,1,3,2,20,4,-0.50,거절의견,-0.45,거절의견,,,B-
에스엠비오토와이드,1198150123,기계장비도매업,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
에스앤에스밸브,1348104614,밸브장치제조업,2020,211.08,13.0,"42,974,776",6,4.71,8,0.064,3,"31,740,288",3,7.36,6,18.54,11,26.92,9.0,9,10.0,1.629,6,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,42,5,92.00,준B급,82.80,준B급,,,BB
에스앤비푸드,4038139829,육류가공및제조,2020,184.78,12.5,"23,453,792",3,14.33,13,0.163,9,"20,668,308",3,11.38,7,38.99,12,48.12,2.0,7,6.0,0.908,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,16,3,84.50,준B급,76.05,C급,,,BB
에스알,6108600252,레미콘 제조업,2019,260.21,9.5,"6,483,706",0,7.36,9,0.030,1,"16,054,621",0.5,1.55,0.5,2.71,4,41.07,2.0,2,-1.5,0.851,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,1,-5,11,3,26.00,거절의견,23.40,거절의견,1,2020-10-01,D
에스아이이엔지,1348636203,자동차부품업,2020,62.96,14.0,"4,138,662",0,2.14,5,0.045,2,"1,963,004",0.5,62.98,8.5,7.53,5.5,2.84,13.0,7,5.0,2.006,5,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,14,3,70.50,C급,63.45,C급,,,BB-
에스디이앤씨,6068620152,배관장치도매업,2020,15.87,16.0,"10,154,937",2,13.92,13,0.118,6,"11,949,380",1.5,99.00,8.5,11.33,7.5,0.11,13.0,6,3.0,6.179,8,,0.00,,0.00,,0.00,5,3,1,2,2,1,1,2,2,1,3,2,12,3,92.50,준B급,83.25,준B급,,,BBB+
에덴씨앤지,1108149314,생활용품도매,2018,417.69,4.0,"10,729,207",1,1.42,3,0.041,1,"3,714,555",0,3.44,1,15.45,9.5,35.52,4.0,5,1.0,1.362,3,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,19,3,30.50,거절의견,27.45,거절의견,,,B+
에넥스,2208131765,목재가구제조,2020,150.97,16.0,"231,275,141",16,-3.58,-3,-0.074,-2,"112,204,467",11,-10.86,-2,-18.09,0,13.88,13.0,2,-1.5,1.176,5,,0.00,,0.00,,0.00,4,2,1,2,4,3,4,15,2,1,5,10,45,5,90.50,준B급,81.45,준B급,,,BBB-
애드라인,2118610868,"간판,광고물제조",2020,9999.00,0.0,"1,037,627",0,-32.86,-3,-0.167,-2,"2,039,112",0,999.00,8.5,-9999.00,0,85.60,-5.0,2,-1.5,0.689,1,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,1,-5,26,4,-5.00,거절의견,-4.50,거절의견,,,CCC+
안창산업,5158102493,"쇄석, 채굴업",2020,146.11,12.0,"4,239,868",0,1.16,3,0.009,1,"5,440,190",0,1.29,1.5,0.31,1.5,17.88,10.0,5,1.0,0.411,-1,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,31,5,39.00,거절의견,35.10,거절의견,,,B+
아인텍,1348152251,금속구조물제조,2020,350.27,7.5,"14,734,656",2,2.61,5,0.025,1,"15,491,309",0.5,2.31,1.5,11.55,8,38.96,5.0,7,6.0,1.031,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,21,4,52.50,거절의견,47.25,거절의견,,,B+
